,home_team_fifa_rank,away_team_fifa_rank,home_team_total_fifa_points,away_team_total_fifa_points,home_team_numeric,away_team_numeric,home_team_continent_numeric,away_team_continent_numeric
11558,14,172,0,0,124,20,3,3
11559,40,106,0,0,129,158,0,0
11560,10,24,0,0,134,157,2,2
11561,123,152,0,0,135,204,4,4
11562,34,74,0,0,139,63,0,0
11563,43,136,0,0,163,110,0,0
11564,68,163,0,0,172,166,0,0
11565,166,89,0,0,177,81,3,3
11566,50,119,0,0,193,32,0,0
11567,70,161,0,0,209,66,0,0
11568,35,79,0,0,11,41,4,1
11569,121,21,0,0,17,198,3,3
11570,101,170,0,0,21,138,0,0
11571,139,87,0,0,22,192,3,5
11572,109,158,0,0,33,123,0,0
11573,110,148,0,0,45,39,0,0
11574,77,180,0,0,46,56,0,0
11575,104,124,0,0,50,7,3,3
11576,23,126,0,0,60,117,0,0
11577,120,60,0,0,61,146,3,3
11578,131,137,0,0,67,122,0,0
11579,16,94,0,0,76,72,0,0
11580,41,116,0,0,82,132,0,0
11581,108,145,0,0,84,180,5,5
11582,48,114,0,0,89,104,1,1
11583,73,83,0,0,93,154,1,1
11584,25,107,0,0,54,26,0,0
11585,38,72,0,0,97,15,1,1
11586,100,150,0,0,98,195,1,1
11587,45,118,0,0,102,101,1,1
11588,140,128,0,0,108,167,1,1
11589,46,105,0,0,120,179,0,0
11590,90,135,0,0,130,116,0,0
11591,81,93,0,0,143,188,1,1
11592,54,58,0,0,161,203,1,1
11593,4,3,0,0,174,95,2,2
11594,95,97,0,0,201,183,1,1
11595,85,115,0,0,210,100,0,0
11596,55,99,0,0,5,199,0,0
11597,5,20,0,0,75,194,2,2
11598,24,4,0,0,157,174,2,2
11599,94,150,0,0,72,109,0,0
11600,5,4,0,0,75,174,2,2
11603,130,123,0,0,116,66,0,0
11604,163,165,0,0,123,165,0,0
11605,194,131,0,0,44,132,0,0
11607,159,107,0,0,109,117,0,0
11608,130,165,0,0,116,165,0,0
11609,163,123,0,0,123,66,0,0
11610,194,107,0,0,44,117,0,0
11612,159,131,0,0,109,132,0,0
11613,130,163,0,0,116,123,0,0
11614,165,123,0,0,165,66,0,0
11615,194,159,0,0,44,109,0,0
11616,107,131,0,0,117,132,0,0
11618,67,131,0,0,172,132,0,0
11619,112,109,0,0,26,130,0,0
11620,73,82,0,0,209,210,0,0
11621,139,199,0,0,79,10,3,3
11622,153,181,0,0,91,0,1,1
11623,130,109,0,0,116,130,0,0
11624,67,73,0,0,172,209,0,0
11626,158,154,0,0,195,186,1,1
11627,164,177,0,0,131,133,1,1
11628,94,161,0,0,101,175,1,1
11629,181,158,0,0,0,195,1,1
11630,153,154,0,0,91,186,1,1
11631,177,94,0,0,133,101,1,1
11632,161,164,0,0,175,131,1,1
11633,181,154,0,0,0,186,1,1
11634,153,158,0,0,91,195,1,1
11635,130,73,0,0,116,209,0,0
11636,67,109,0,0,172,130,0,0
11637,94,164,0,0,101,131,1,1
11638,177,161,0,0,133,175,1,1
11640,153,157,0,0,91,131,1,1
11641,45,172,0,0,89,145,1,1
11642,94,156,0,0,101,186,1,1
11643,99,114,0,0,183,98,1,1
11644,118,191,0,0,84,57,5,3
11645,191,84,0,0,57,180,3,5
11646,88,99,0,0,143,183,1,1
11647,172,71,0,0,145,154,1,1
11648,118,84,0,0,84,180,5,5
11650,45,71,0,0,89,154,1,1
11651,157,94,0,0,131,101,1,1
11652,153,156,0,0,91,186,1,1
11653,45,99,0,0,89,183,1,1
11654,114,71,0,0,98,154,1,1
11656,45,114,0,0,89,98,1,1
11665,79,108,0,0,36,96,3,3
11668,78,120,0,0,48,61,3,3
11669,80,92,0,0,50,192,3,5
11675,100,31,0,0,81,198,3,3
11677,123,84,0,0,85,180,3,5
11682,125,182,0,0,99,4,2,2
11686,32,61,0,0,124,86,3,3
11714,119,132,0,0,22,7,3,3
11719,187,132,0,0,37,7,3,3
11721,187,119,0,0,37,22,3,3
11723,76,45,0,0,2,163,0,0
11724,182,110,0,0,56,117,0,0
11726,90,20,0,0,111,76,0,0
11727,102,31,0,0,1,181,2,2
11728,186,15,0,0,4,62,2,2
11729,7,25,0,0,8,148,5,5
11730,98,10,0,0,9,194,2,2
11731,101,11,0,0,12,71,2,2
11732,66,35,0,0,15,97,1,1
11733,55,128,0,0,19,65,2,2
11734,64,44,0,0,31,193,0,0
11735,89,14,0,0,33,35,0,0
11736,29,22,0,0,43,202,5,5
11737,5,120,0,0,49,99,2,2
11738,92,28,0,0,50,198,3,3
11739,65,2,0,0,52,95,2,2
11740,52,71,0,0,59,24,5,5
11741,143,150,0,0,69,204,4,4
11742,90,144,0,0,73,110,0,0
11743,77,38,0,0,74,155,2,2
11744,50,36,0,0,88,55,2,2
11745,19,43,0,0,94,182,2,2
11746,86,121,0,0,100,132,0,0
11747,130,3,0,0,112,75,2,2
11748,152,18,0,0,114,78,2,2
11749,56,16,0,0,140,162,2,2
11750,133,9,0,0,121,152,2,2
11751,140,85,0,0,122,158,0,0
11752,169,117,0,0,123,187,0,0
11753,48,63,0,0,125,107,2,2
11754,136,16,0,0,127,30,2,2
11756,95,111,0,0,135,136,4,4
11757,34,107,0,0,142,90,2,2
11759,73,61,0,0,149,205,5,5
11760,30,79,0,0,151,169,2,2
11761,81,59,0,0,154,203,1,1
11762,13,54,0,0,156,113,2,2
11763,48,46,0,0,161,89,1,1
11764,33,198,0,0,164,68,2,2
11765,157,126,0,0,165,32,0,0
11766,145,87,0,0,166,63,0,0
11767,67,32,0,0,168,141,2,2
11768,70,27,0,0,172,139,0,0
11769,1,75,0,0,174,25,2,2
11770,106,127,0,0,179,39,0,0
11771,80,99,0,0,192,81,5,3
11772,26,57,0,0,200,18,2,2
11773,109,116,0,0,201,101,1,1
11774,53,138,0,0,207,13,2,2
11775,104,58,0,0,21,5,0,0
11776,40,6,0,0,40,27,5,5
11777,100,47,0,0,45,120,0,0
11778,68,21,0,0,46,60,0,0
11779,156,62,0,0,109,72,0,0
11780,141,115,0,0,116,26,0,0
11781,103,23,0,0,130,54,0,0
11782,171,87,0,0,138,199,0,0
11783,83,41,0,0,210,82,0,0
11784,25,61,0,0,148,205,5,5
11786,102,133,0,0,1,121,2,2
11787,186,57,0,0,4,18,2,2
11788,138,130,0,0,13,112,2,2
11789,75,128,0,0,25,65,2,2
11790,6,71,0,0,27,24,5,5
11791,127,106,0,0,39,179,0,0
11792,40,29,0,0,40,43,5,5
11793,5,15,0,0,49,62,2,2
11794,198,13,0,0,68,156,2,2
11795,42,3,0,0,70,75,2,2
11796,11,33,0,0,71,164,2,2
11797,99,92,0,0,81,50,3,3
11798,117,73,0,0,85,48,3,3
11799,60,105,0,0,86,96,3,3
11800,107,16,0,0,90,162,2,2
11801,2,77,0,0,95,74,2,2
11802,120,26,0,0,99,200,2,2
11803,116,51,0,0,101,102,1,1
11804,63,18,0,0,107,78,2,2
11805,54,101,0,0,113,12,2,2
11806,56,4,0,0,140,134,2,2
11807,24,81,0,0,124,36,3,3
11808,48,19,0,0,125,94,2,2
11809,136,38,0,0,127,155,2,2
11810,111,95,0,0,136,135,4,4
11811,32,8,0,0,141,53,2,2
11813,73,7,0,0,149,8,5,5
11814,9,36,0,0,152,55,2,2
11815,81,66,0,0,154,15,1,1
11816,12,53,0,0,157,207,2,2
11817,200,30,0,0,160,151,2,2
11818,79,67,0,0,169,168,2,2
11819,1,98,0,0,174,9,2,2
11820,84,131,0,0,180,61,5,3
11821,31,50,0,0,181,88,2,2
11822,43,152,0,0,182,114,2,2
11823,10,55,0,0,194,19,2,2
11824,109,48,0,0,201,161,1,1
11825,22,52,0,0,202,59,5,5
11826,28,80,0,0,198,192,3,5
11827,59,39,0,0,203,11,1,4
11828,150,143,0,0,204,69,4,4
11829,69,78,0,0,209,190,0,0
11832,159,170,0,0,176,28,3,3
11833,187,95,0,0,185,135,4,4
11834,170,134,0,0,28,17,3,3
11835,159,134,0,0,176,17,3,3
11842,7,20,0,0,8,202,5,5
11843,51,101,0,0,19,9,2,2
11844,74,58,0,0,24,149,5,5
11845,115,100,0,0,26,130,0,0
11846,15,2,0,0,30,95,2,2
11847,12,171,0,0,35,123,0,0
11848,33,22,0,0,43,148,5,5
11849,31,146,0,0,55,121,2,2
11850,14,131,0,0,62,99,2,2
11851,121,85,0,0,63,172,0,0
11852,137,1,0,0,65,174,2,2
11853,198,82,0,0,68,12,2,2
11854,43,143,0,0,70,13,2,2
11855,67,76,0,0,72,111,0,0
11856,97,80,0,0,74,52,2,2
11857,3,9,0,0,75,157,2,2
11858,25,159,0,0,76,109,0,0
11859,17,65,0,0,78,125,2,2
11860,89,88,0,0,81,192,3,5
11861,104,120,0,0,85,61,3,3
11862,50,84,0,0,86,36,3,3
11863,62,83,0,0,88,1,2,2
11864,29,136,0,0,54,116,0,0
11865,116,24,0,0,96,124,3,3
11867,153,56,0,0,110,2,0,0
11868,123,16,0,0,114,94,2,2
11869,109,85,0,0,117,46,0,0
11870,53,119,0,0,120,39,0,0
11871,43,145,0,0,129,122,0,0
11872,126,91,0,0,132,210,0,0
11873,5,103,0,0,134,90,2,2
11874,27,133,0,0,139,166,0,0
11875,30,8,0,0,151,53,2,2
11876,18,11,0,0,156,71,2,2
11877,200,60,0,0,160,168,2,2
11878,26,39,0,0,162,142,2,2
11879,49,90,0,0,163,73,0,0
11880,40,37,0,0,164,113,2,2
11881,73,35,0,0,169,141,2,2
11882,106,57,0,0,179,45,0,0
11883,108,69,0,0,180,48,5,3
11884,28,10,0,0,181,152,2,2
11885,45,64,0,0,182,107,2,2
11886,110,104,0,0,187,33,0,0
11887,91,141,0,0,190,66,0,0
11888,47,164,0,0,193,165,0,0
11889,13,75,0,0,194,25,2,2
11890,19,6,0,0,200,49,2,2
11891,21,98,0,0,198,50,3,3
11892,61,135,0,0,207,112,2,2
11893,68,150,0,0,5,138,0,0
11894,128,63,0,0,32,31,0,0
11895,42,36,0,0,59,40,5,5
11896,22,186,0,0,60,56,0,0
11897,41,79,0,0,82,100,0,0
11898,95,81,0,0,199,21,0,0
11899,66,4,0,0,205,27,5,5
11900,74,20,0,0,24,202,5,5
11903,34,78,0,0,11,154,4,1
11904,82,40,0,0,12,164,2,2
11906,59,14,0,0,18,62,2,2
11907,51,1,0,0,19,174,2,2
11908,75,101,0,0,25,9,2,2
11909,4,33,0,0,27,43,5,5
11910,84,24,0,0,36,124,3,3
11911,36,7,0,0,40,8,5,5
11912,69,104,0,0,48,85,3,3
11913,6,184,0,0,49,4,2,2
11914,98,89,0,0,50,81,3,3
11915,8,73,0,0,53,169,2,2
11916,120,108,0,0,61,180,3,5
11917,137,13,0,0,65,194,2,2
11918,97,15,0,0,74,30,2,2
11919,3,61,0,0,75,207,2,2
11920,17,45,0,0,78,182,2,2
11921,141,162,0,0,79,37,3,3
11922,103,46,0,0,90,140,2,2
11923,48,107,0,0,89,101,1,1
11924,38,80,0,0,155,52,2,2
11925,2,117,0,0,95,127,2,2
11926,116,50,0,0,96,86,3,3
11927,32,70,0,0,97,203,1,1
11928,55,110,0,0,102,201,1,1
11929,64,16,0,0,107,94,2,2
11930,37,198,0,0,113,68,2,2
11931,123,65,0,0,114,125,2,2
11932,160,175,0,0,118,133,1,1
11933,146,62,0,0,121,88,2,2
11934,35,200,0,0,141,160,2,2
11935,39,5,0,0,142,134,2,2
11936,22,58,0,0,148,149,5,5
11937,10,83,0,0,152,1,2,2
11938,9,43,0,0,157,70,2,2
11939,60,30,0,0,168,151,2,2
11941,88,21,0,0,192,198,5,3
11942,66,42,0,0,205,59,5,5
11943,182,190,0,0,34,106,1,1
11944,175,182,0,0,133,0,1,1
11945,165,200,0,0,150,189,1,1
11946,179,157,0,0,16,131,1,1
11947,184,165,0,0,29,150,1,1
11948,182,200,0,0,34,189,1,1
11949,160,182,0,0,118,0,1,1
11950,200,184,0,0,189,29,1,1
11951,165,190,0,0,150,106,1,1
11953,114,108,0,0,17,180,3,5
11954,182,165,0,0,34,150,1,1
11955,190,184,0,0,106,29,1,1
11956,160,157,0,0,118,131,1,1
11957,182,184,0,0,34,29,1,1
11958,98,114,0,0,50,17,3,3
11959,190,200,0,0,106,189,1,1
11961,98,108,0,0,50,180,3,5
11962,112,107,0,0,188,101,1,1
11963,165,107,0,0,206,101,1,1
11964,118,156,0,0,84,176,5,3
11965,88,133,0,0,192,7,5,3
11966,133,118,0,0,7,84,3,5
11967,88,156,0,0,192,176,5,3
11971,156,133,0,0,176,7,3,3
11972,88,118,0,0,192,84,5,5
11980,159,116,0,0,206,188,1,1
11987,74,37,0,0,15,11,1,4
11993,109,57,0,0,61,48,3,3
11994,137,60,0,0,69,136,4,4
11999,46,25,0,0,86,124,3,3
12002,83,81,0,0,96,36,3,3
12012,78,38,0,0,154,97,1,1
12014,201,9,0,0,160,53,2,2
12015,52,53,0,0,161,102,1,1
12022,129,105,0,0,180,85,5,3
12026,78,73,0,0,192,50,5,3
12028,113,44,0,0,201,89,1,1
12029,24,108,0,0,198,81,3,3
12034,83,100,0,0,96,17,3,3
12035,78,139,0,0,192,79,5,3
12036,105,133,0,0,85,7,3,3
12037,100,78,0,0,17,192,3,5
12038,132,158,0,0,92,131,1,1
12039,83,139,0,0,96,79,3,3
12040,136,174,0,0,167,34,1,1
12041,73,133,0,0,50,7,3,3
12042,151,162,0,0,118,106,1,1
12043,116,159,0,0,188,206,1,1
12044,139,100,0,0,79,17,3,3
12045,132,174,0,0,92,34,1,1
12046,83,78,0,0,96,192,3,5
12047,136,158,0,0,167,131,1,1
12048,73,105,0,0,50,85,3,3
12049,151,159,0,0,118,206,1,1
12050,116,162,0,0,188,106,1,1
12051,158,174,0,0,131,34,1,1
12052,132,136,0,0,92,167,1,1
12053,116,151,0,0,188,118,1,1
12054,159,162,0,0,206,106,1,1
12055,73,139,0,0,50,79,3,3
12056,83,139,0,0,96,79,3,3
12058,132,116,0,0,92,188,1,1
12061,155,132,0,0,206,167,1,1
12067,126,155,0,0,188,206,1,1
12070,155,126,0,0,206,188,1,1
12073,93,68,0,0,179,100,0,0
12074,72,188,0,0,209,56,0,0
12075,71,78,0,0,199,158,0,0
12076,188,136,0,0,56,32,0,0
12077,68,72,0,0,100,209,0,0
12078,200,99,0,0,171,187,0,0
12079,80,72,0,0,15,93,1,1
12080,188,93,0,0,56,179,0,0
12081,96,127,0,0,143,104,1,1
12082,72,136,0,0,209,32,0,0
12083,78,200,0,0,158,171,0,0
12084,48,84,0,0,161,154,1,1
12085,110,145,0,0,201,208,1,1
12086,136,93,0,0,32,179,0,0
12087,68,188,0,0,100,56,0,0
12088,80,127,0,0,15,104,1,1
12089,96,72,0,0,143,93,1,1
12090,78,99,0,0,158,187,0,0
12091,71,200,0,0,199,171,0,0
12092,136,68,0,0,32,100,0,0
12093,84,110,0,0,154,201,1,1
12094,48,145,0,0,161,208,1,1
12095,93,72,0,0,179,209,0,0
12097,71,99,0,0,199,187,0,0
12098,72,127,0,0,93,104,1,1
12099,96,80,0,0,143,15,1,1
12100,68,99,0,0,100,187,0,0
12101,84,145,0,0,154,208,1,1
12102,71,136,0,0,199,32,0,0
12103,110,48,0,0,201,161,1,1
12104,99,136,0,0,187,32,0,0
12105,71,68,0,0,199,100,0,0
12107,46,135,0,0,89,167,1,1
12108,126,124,0,0,98,188,1,1
12109,118,53,0,0,104,161,1,1
12110,94,86,0,0,143,154,1,1
12111,105,104,0,0,183,41,1,1
12112,138,145,0,0,206,108,1,1
12114,94,53,0,0,143,161,1,1
12117,94,144,0,0,143,92,1,1
12118,34,153,0,0,97,208,1,1
12120,104,138,0,0,41,206,1,1
12121,152,89,0,0,87,15,1,1
12122,158,114,0,0,118,201,1,1
12123,124,145,0,0,188,108,1,1
12124,110,182,0,0,61,137,3,3
12125,40,173,0,0,86,20,3,3
12126,47,83,0,0,48,146,3,3
12128,116,145,0,0,101,108,1,1
12130,173,110,0,0,20,61,3,3
12131,40,182,0,0,86,137,3,3
12133,109,47,0,0,81,48,3,3
12134,40,110,0,0,86,61,3,3
12135,182,173,0,0,137,20,3,3
12136,83,109,0,0,146,81,3,3
12138,89,34,0,0,15,97,1,1
12139,144,29,0,0,92,11,1,4
12140,118,94,0,0,104,143,1,1
12141,145,105,0,0,108,183,1,1
12143,135,126,0,0,167,98,1,1
12144,124,46,0,0,188,89,1,1
12145,114,69,0,0,201,203,1,1
12146,153,152,0,0,208,87,1,1
12147,182,109,0,0,137,81,3,3
12148,47,110,0,0,48,61,3,3
12149,40,83,0,0,86,146,3,3
12151,47,83,0,0,48,146,3,3
12152,40,110,0,0,86,61,3,3
12161,94,35,0,0,52,164,2,2
12162,44,16,0,0,168,200,2,2
12171,38,39,0,0,48,86,3,3
12172,98,42,0,0,52,168,2,2
12174,107,78,0,0,61,192,3,5
12179,44,46,0,0,89,102,1,1
12180,29,108,0,0,155,74,2,2
12182,37,27,0,0,97,11,1,4
12183,119,55,0,0,101,161,1,1
12189,154,79,0,0,121,1,2,2
12196,201,49,0,0,160,141,2,2
12197,33,14,0,0,164,200,2,2
12204,20,24,0,0,198,124,3,3
12205,72,74,0,0,203,15,1,1
12208,27,125,0,0,11,104,4,1
12210,201,193,0,0,80,126,1,1
12213,197,193,0,0,115,126,1,1
12216,201,197,0,0,80,115,1,1
12227,172,174,0,0,133,145,1,1
12228,80,48,0,0,1,88,2,2
12229,6,65,0,0,8,205,5,5
12230,120,126,0,0,9,65,2,2
12231,49,58,0,0,19,25,2,2
12232,66,50,0,0,31,82,0,0
12234,47,56,0,0,43,24,5,5
12235,84,111,0,0,52,74,2,2
12236,106,17,0,0,61,198,3,3
12238,2,151,0,0,75,112,2,2
12239,42,55,0,0,89,161,1,1
12240,26,27,0,0,155,30,2,2
12241,18,19,0,0,94,78,2,2
12242,35,67,0,0,97,15,1,1
12243,96,54,0,0,100,193,0,0
12244,107,116,0,0,101,201,1,1
12246,52,12,0,0,113,71,2,2
12247,122,71,0,0,114,107,2,2
12248,146,38,0,0,121,55,2,2
12249,23,32,0,0,124,48,3,3
12250,98,22,0,0,125,182,2,2
12251,112,4,0,0,127,95,2,2
12252,41,63,0,0,129,72,0,0
12253,172,155,0,0,133,105,1,1
12254,3,28,0,0,134,162,2,2
12255,42,29,0,0,141,151,2,2
12257,10,25,0,0,152,181,2,2
12258,20,36,0,0,156,164,2,2
12259,8,134,0,0,157,13,2,2
12260,85,64,0,0,158,2,0,0
12261,59,13,0,0,169,53,2,2
12263,1,11,0,0,174,194,2,2
12265,88,46,0,0,179,120,0,0
12267,91,16,0,0,190,35,0,0
12268,75,40,0,0,192,86,5,3
12269,21,15,0,0,202,148,5,5
12270,74,87,0,0,203,154,1,1
12271,68,57,0,0,207,70,2,2
12272,37,108,0,0,54,117,0,0
12273,39,5,0,0,59,27,5,5
12274,77,30,0,0,149,40,5,5
12275,155,174,0,0,105,145,1,1
12279,65,47,0,0,205,43,5,5
12280,195,7,0,0,4,49,2,2
12281,32,74,0,0,11,203,4,1
12282,88,20,0,0,12,156,2,2
12283,67,87,0,0,15,154,1,1
12284,58,49,0,0,25,19,2,2
12285,27,84,0,0,30,52,2,2
12286,32,106,0,0,48,61,3,3
12287,13,53,0,0,53,168,2,2
12288,38,80,0,0,55,1,2,2
12289,9,14,0,0,62,200,2,2
12290,126,120,0,0,65,9,2,2
12291,12,52,0,0,71,113,2,2
12292,111,112,0,0,74,127,2,2
12293,19,18,0,0,78,94,2,2
12294,40,23,0,0,86,124,3,3
12295,48,146,0,0,88,121,2,2
12297,4,26,0,0,95,155,2,2
12298,130,88,0,0,99,18,2,2
12299,44,107,0,0,102,101,1,1
12300,71,122,0,0,107,114,2,2
12303,151,8,0,0,112,157,2,2
12304,3,61,0,0,134,140,2,2
12305,42,59,0,0,141,169,2,2
12307,29,201,0,0,151,160,2,2
12308,55,116,0,0,161,201,1,1
12309,28,75,0,0,162,90,2,2
12311,22,98,0,0,182,125,2,2
12312,11,1,0,0,194,174,2,2
12313,17,75,0,0,198,192,3,5
12314,68,2,0,0,207,75,2,2
12315,56,6,0,0,24,8,5,5
12316,39,15,0,0,59,148,5,5
12317,30,21,0,0,40,202,5,5
12318,5,77,0,0,27,149,5,5
12320,166,167,0,0,144,42,1,1
12321,164,183,0,0,175,29,1,1
12322,183,166,0,0,29,144,1,1
12323,197,193,0,0,115,126,1,1
12324,165,177,0,0,175,144,1,1
12325,158,157,0,0,119,195,0,1
12326,183,195,0,0,126,115,1,1
12327,162,189,0,0,150,23,1,1
12328,189,157,0,0,23,195,1,1
12329,158,162,0,0,119,150,0,1
12330,158,189,0,0,119,23,0,1
12331,157,162,0,0,195,150,1,1
12332,178,175,0,0,16,34,1,1
12333,159,195,0,0,131,115,1,1
12334,178,159,0,0,16,131,1,1
12335,195,175,0,0,115,34,1,1
12336,178,195,0,0,16,115,1,1
12337,159,175,0,0,131,34,1,1
12345,35,26,0,0,97,40,1,5
12348,62,26,0,0,19,40,2,5
12357,35,62,0,0,97,19,1,2
12368,41,14,0,0,48,198,3,3
12373,92,11,0,0,1,152,2,2
12374,7,45,0,0,8,43,5,5
12375,140,74,0,0,13,207,2,2
12376,81,196,0,0,18,4,2,2
12377,58,56,0,0,24,205,5,5
12379,23,34,0,0,30,155,2,2
12380,8,19,0,0,49,200,2,2
12381,79,110,0,0,52,127,2,2
12382,100,26,0,0,61,124,3,3
12384,49,156,0,0,70,112,2,2
12385,48,68,0,0,72,190,0,0
12387,92,2,0,0,90,134,2,2
12389,132,6,0,0,99,62,2,2
12390,106,52,0,0,101,89,1,1
12391,60,28,0,0,113,156,2,2
12392,64,47,0,0,140,142,2,2
12393,111,50,0,0,117,31,0,0
12395,13,37,0,0,148,40,5,5
12396,94,29,0,0,154,11,1,4
12397,20,70,0,0,164,12,2,2
12398,42,202,0,0,168,160,2,2
12400,31,24,0,0,181,55,2,2
12401,72,41,0,0,192,48,5,3
12402,51,87,0,0,193,130,0,0
12403,122,46,0,0,201,102,1,1
12404,17,5,0,0,202,27,5,5
12405,14,35,0,0,198,86,3,3
12406,78,31,0,0,203,97,1,1
12407,90,96,0,0,209,158,0,0
12408,53,38,0,0,82,54,0,0
12410,89,44,0,0,149,59,5,5
12415,29,70,0,0,11,15,4,1
12417,5,13,0,0,27,148,5,5
12418,37,58,0,0,40,24,5,5
12419,45,89,0,0,43,149,5,5
12420,44,7,0,0,59,8,5,5
12421,6,196,0,0,62,4,2,2
12423,166,20,0,0,68,164,2,2
12424,49,9,0,0,70,157,2,2
12425,35,100,0,0,86,61,3,3
12426,52,122,0,0,89,201,1,1
12428,31,94,0,0,97,154,1,1
12429,46,56,0,0,102,161,1,1
12430,64,92,0,0,140,90,2,2
12431,26,72,0,0,124,192,3,5
12432,2,47,0,0,134,142,2,2
12433,31,150,0,0,181,121,2,2
12434,19,132,0,0,200,99,2,2
12435,56,17,0,0,205,202,5,5
12439,82,1,0,0,136,174,4,2
12440,72,77,0,0,172,93,0,1
12441,5,40,0,0,27,60,5,0
12442,14,4,0,0,198,95,3,2
12443,29,31,0,0,11,97,4,1
12444,70,78,0,0,15,203,1,1
12445,46,52,0,0,102,89,1,1
12446,56,106,0,0,161,101,1,1
12447,72,82,0,0,172,136,0,4
12448,1,77,0,0,174,93,2,1
12449,40,4,0,0,60,95,0,2
12450,14,5,0,0,198,27,3,5
12453,50,38,0,0,31,54,0,0
12454,77,82,0,0,93,136,1,4
12455,102,87,0,0,100,130,0,0
12456,55,68,0,0,129,190,0,0
12457,72,1,0,0,172,174,0,2
12458,88,36,0,0,179,76,0,0
12459,51,30,0,0,193,139,0,0
12460,90,66,0,0,209,2,0,0
12461,40,14,0,0,60,198,0,3
12462,4,5,0,0,95,27,2,5
12465,1,14,0,0,174,198,2,3
12466,72,5,0,0,172,27,0,5
12473,72,1,0,0,172,174,0,2
12474,14,5,0,0,198,27,3,5
12476,92,65,0,0,36,96,3,3
12477,30,90,0,0,48,61,3,3
12478,39,120,0,0,86,85,3,3
12479,12,88,0,0,198,79,3,3
12481,38,113,0,0,60,158,0,0
12482,135,33,0,0,137,124,3,3
12484,90,92,0,0,61,36,3,3
12485,65,30,0,0,96,48,3,3
12486,120,88,0,0,85,79,3,3
12487,12,39,0,0,198,86,3,3
12488,33,69,0,0,124,146,3,3
12489,30,92,0,0,48,36,3,3
12490,90,65,0,0,61,96,3,3
12492,39,88,0,0,86,79,3,3
12493,12,120,0,0,198,85,3,3
12494,69,135,0,0,146,137,3,3
12497,92,39,0,0,36,86,3,3
12499,12,69,0,0,198,146,3,3
12500,33,120,0,0,124,85,3,3
12501,30,33,0,0,48,124,3,3
12502,12,39,0,0,198,86,3,3
12504,12,33,0,0,198,124,3,3
12511,137,4,0,0,13,75,2,2
12512,74,10,0,0,18,49,2,2
12522,163,9,0,0,68,71,2,2
12524,46,38,0,0,86,48,3,3
12535,30,12,0,0,124,198,3,3
12541,50,24,0,0,142,162,2,2
12547,60,203,0,0,169,160,2,2
12552,70,81,0,0,192,61,5,3
12558,156,148,0,0,91,108,1,1
12559,95,160,0,0,183,105,1,1
12560,156,148,0,0,175,108,1,1
12561,156,160,0,0,91,105,1,1
12562,86,187,0,0,101,80,1,1
12563,95,156,0,0,183,175,1,1
12564,134,86,0,0,87,101,1,1
12565,160,148,0,0,105,108,1,1
12567,156,156,0,0,91,175,1,1
12568,134,187,0,0,87,80,1,1
12569,95,148,0,0,183,108,1,1
12570,156,160,0,0,175,105,1,1
12571,156,95,0,0,91,183,1,1
12574,156,95,0,0,91,183,1,1
12577,8,1,0,0,8,27,5,5
12578,125,46,0,0,9,25,2,2
12579,70,163,0,0,12,68,2,2
12580,139,61,0,0,13,70,2,2
12581,64,65,0,0,15,161,1,1
12582,19,89,0,0,30,127,2,2
12583,21,51,0,0,40,205,5,5
12584,48,36,0,0,43,59,5,5
12585,39,24,0,0,48,124,3,3
12586,9,77,0,0,49,18,2,2
12587,76,38,0,0,52,155,2,2
12588,16,17,0,0,55,152,2,2
12590,10,26,0,0,71,156,2,2
12591,35,29,0,0,72,35,0,0
12592,112,4,0,0,74,95,2,2
12594,42,63,0,0,86,192,3,5
12595,47,41,0,0,88,181,2,2
12596,96,43,0,0,90,142,2,2
12597,22,58,0,0,94,107,2,2
12598,20,52,0,0,54,31,0,0
12601,105,55,0,0,117,82,0,0
12602,88,116,0,0,125,114,2,2
12605,23,59,0,0,148,24,5,5
12606,91,28,0,0,149,202,5,5
12607,36,31,0,0,151,141,2,2
12608,6,151,0,0,157,112,2,2
12609,117,32,0,0,158,60,0,0
12610,30,56,0,0,162,140,2,2
12611,45,18,0,0,168,53,2,2
12612,2,68,0,0,174,19,2,2
12614,15,12,0,0,182,78,2,2
12615,27,114,0,0,194,65,2,2
12616,25,195,0,0,200,4,2,2
12617,11,85,0,0,198,61,3,3
12619,44,81,0,0,2,209,0,0
12620,78,53,0,0,21,120,0,0
12621,32,96,0,0,76,179,0,0
12622,84,104,0,0,130,100,0,0
12623,34,50,0,0,139,193,0,0
12624,71,57,0,0,190,129,0,0
12626,93,16,0,0,1,55,2,2
12627,195,136,0,0,4,99,2,2
12629,125,68,0,0,9,19,2,2
12630,77,25,0,0,18,200,2,2
12631,59,36,0,0,24,59,5,5
12632,46,27,0,0,25,194,2,2
12633,29,35,0,0,35,72,0,0
12634,18,203,0,0,53,160,2,2
12635,85,39,0,0,61,48,3,3
12636,7,9,0,0,62,49,2,2
12637,163,62,0,0,68,113,2,2
12638,4,139,0,0,75,13,2,2
12639,47,17,0,0,88,152,2,2
12641,22,116,0,0,94,114,2,2
12642,4,19,0,0,95,30,2,2
12645,58,15,0,0,107,182,2,2
12646,151,61,0,0,112,70,2,2
12647,140,41,0,0,121,181,2,2
12648,24,42,0,0,124,86,3,3
12649,88,12,0,0,125,78,2,2
12650,89,76,0,0,127,52,2,2
